"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
21,669387,"Mlodzinski, Carmen",1648,1.3,0,0,0,0,0,0.012,0.014,0,1,97.3,60,2207,93.1,93.44,2,6,15,0.30000000000001137,6.45,109,148,115,150,297,308,292,"0.593","-0.593","68.7","7.5",1,1,0,0,0,0,0,0,0,0,2.05762,0.59048,0.62429,0.07857,"90.3",165,100,0,0,5.35,-2.24,0.21,2.18,0,0,"-2.823809524",0.014,0.016,"2.823809524",-0.014,-0.014,-0.016,-0.012,33.3,"34.0",14.072643731121703,-5.214075000024925,33.13112685413391,0.16666666666666666,38.22040297487358,29.700623071654313
21,656986,"Sousa, Bennett",728,2.9,1,0,1,1,0.882,0.442,0.478,1,1,100.8,1,2277,91.3,91.45,3,7,14,0.20000000000000284,6.45,107,150,116,147,307,327,299,"-0.434","0.434","69.6","7.6",1,1,1,0,0,0,0,0,0,0,1.88952,0.87762,0.09048,-0.12857,"93.7",91,100,0,0,6.37,1.18,0.3,2.44,1,0,"2.066666667",0.478,0.524,"-2.066666667",0.522,0.522,0.476,0.44,42.9,"52.9",18.76181895135109,-15.408682523237065,31.02487557460509,0.3333333333333333,34.81245577535999,38.99455526216974
21,592155,"Booser, Cam",572,3.7,0.25,0,0.25,0.25,0.221,0.175,0.184,1,4,73.8,-8.8,2150,90.9,90.96,0,5,16,0.09999999999999432,6.46,100,144,108,142,289,310,293,"0.745","-0.745","72.2","7.6",4,4,1,0,0,0,0,0,0,0,2.08238,0.72524,0.07381,-0.21,"92.8",127,0,0,0,5.81,2.66,-0.27,2.68,0.25,0,"-3.547619048",0.184,0.209,"3.547619048",0.066,0.066,0.041,0.046,0,"38.0",10.433539289067191,0.3401454917460418,26.37975366603294,0.25,37.71938497359599,27.87489176724032
21,573124,"Rogers, Taylor",899,2.3,0,0,0,0,0,0.342,0.324,0,3,95.2,29.7,2370,86.9,85.66,1,6,15,-1.2000000000000028,5.65,117,150,119,150,295,323,293,"0.844","-0.844","69.0","6.9",3,3,0,0,0,0,0,0,0,0,2.74238,0.36524,0.30524,0.03667,"94.5",183,66.66666666666666,0,0,5.66,1.92,-0.34,2.7,0,0,"-4.019047619",0.324,0.484,"4.019047619",-0.324,-0.324,-0.484,-0.342,16.7,"30.3",7.791747825623753,2.7936884860043385,30.428184417049927,0.6666666666666666,36.13025902223617,31.04934828326345
21,680736,"Wrobleski, Justin",1096,1.9,0,0,0,0,0,0.213,0.235,0,3,95.9,21.7,2221,92.6,91.47,1,9,12,-1.0999999999999943,5.55,109,149,123,147,299,317,293,"1.049","-1.049","68.2","7.1",3,3,0,0,0,0,0,0,0,0,1.87952,0.77952,0.5785,-0.1875,"93.2",64,33.33333333333333,0,0,5.42,2.31,0.26,2.78,0,0,"-4.995238095",0.235,0.249,"4.995238095",-0.235,-0.235,-0.249,-0.213,11.1,"35.4",10.518231235201196,1.295809779330102,28.612724504306314,0.4444444444444444,36.208681973838736,27.270270230203188
21,686993,"Sterner, Justin",1101,1.9,0,0,0,0,0,1.074,0.572,0,2,101.2,28,2527,89.9,90.04,4,7,14,0.09999999999999432,6.5,115,149,123,149,304,327,298,"0.813","-0.813","63.0","6.9",2,2,0,0,0,0,0,0,0,0,1.93952,0.90238,0.12571,-0.14952,"101.2",346,100,100,100,5.44,-2.98,0.27,2.62,0,2,"-3.871428571",0.572,2.055,"3.871428571",-0.572,-0.572,-2.055,-1.074,57.1,"35.4",10.692191745246175,7.755202402480164,31.46921460864004,0.7142857142857143,33.620256620835114,28.09459492630507
21,641401,"Brogdon, Connor",853,2.5,0.333,0,0.333,0.333,0.294,0.266,0.293,1,3,85.5,-9,2256,91.2,92.25,1,6,15,1.0999999999999943,7.08,113,149,111,151,309,330,307,"0.265","-0.265","67.8","6.7",3,3,1,0,0,0,0,0,0,0,1.7619,1.01238,0.4681,-0.22905,"92.4",94,66.66666666666666,0,0,5.75,-2.79,-0.22,2.53,0.333,0,"-1.261904762",0.293,0.32,"1.261904762",0.04,0.040000000000000036,0.013,0.028,16.7,"31.6",4.82695978071389,9.719765365638452,33.424040325419845,0.5,38.23904598873986,25.58553432501733
20,663767,"Shugart, Chase",701,2.9,0.5,0,0.5,0.5,0.441,0.509,0.513,1,2,106,-2,2421,88,87.67,1,5,15,-0.29999999999999716,6.11,109,149,112,148,300,315,293,"-0.086","0.086","71.8","7.7",2,2,1,0,0,0,0,0,0,0,2.5355,0.462,-0.2825,0.3145,"99.5",160,100,0,0,5.39,-2.35,0.23,2.21,0.5,0,"0.43",0.513,0.664,"-0.43",-0.013,-0.013000000000000012,-0.164,-0.068,20,"34.0",9.972385221995463,3.2905132456673334,29.630492881516584,0.2,40.179900868743694,30.593421209031295
20,669276,"Lee, Dylan",1104,1.8,0,0,0,0,0,0.387,0.264,0,3,86.9,10,2136,88.1,88,1,6,14,-0.09999999999999432,6.19,112,152,126,150,303,323,297,"0.088","-0.088","74.2","7.8",3,3,0,0,0,0,0,0,0,0,2.0925,0.8505,0.24,-0.105,"90.8",124,33.33333333333333,33.33333333333333,33.33333333333333,6.56,1.79,0.01,1.85,0,1,"-0.44",0.264,0.668,"0.44",-0.264,-0.264,-0.668,-0.387,16.7,"46.4",17.362371985956894,-15.769964671780894,32.02500288015619,0.2,38.401846269922885,36.74171549695844
20,686973,"Varland, Louis",1070,1.9,0.25,0.25,0.25,0.5,0.313,0.543,0.393,1,4,91.8,11.3,2260,93.6,94.39,1,9,11,0.8000000000000114,6.89,110,145,110,147,299,326,294,"0.118","-0.118","68.2","6.8",4,4,0,1,0,0,0,0,0,0,2.078,0.557,0.3555,0.2195,"92.6",199,50,50,50,5.56,-2.98,0.02,2.52,0.25,2,"-0.59",0.393,0.895,"0.59",-0.143,-0.14300000000000002,-0.395,-0.23,11.1,"41.3",7.5263560427257445,3.628587808696423,28.59434702865552,0.4444444444444444,36.87347369678546,27.87781372167014
20,680689,"Richardson, Lyon",684,2.9,0.2,0,0.2,0.2,0.176,0.282,0.294,1,5,86.9,2,2271,90.1,89.16,0,5,15,-0.8999999999999915,5.75,114,151,118,151,295,326,291,"0.493","-0.493","71.1","7.6",5,5,1,0,0,0,0,0,0,0,2.4335,0.425,0.7995,0.1105,"91.5",109,20,0,0,5.52,-1.32,0.2,2.01,0.2,0,"-2.465",0.294,0.355,"2.465",-0.094,-0.09399999999999997,-0.155,-0.106,0,"32.4",10.062674115878094,2.9840789872562414,33.74796818023114,0.8,32.457877303669605,30.327979333019854
20,592094,"Adam, Jason",1097,1.8,0,0,0,0,0,0.04,0.029,0,2,89.9,46.5,2480,86.1,86.39,2,7,13,0.30000000000001137,6.5,114,151,117,149,302,323,291,"0.565","-0.565","72.6","7.9",2,2,0,0,0,0,0,0,0,0,2.8315,0.2815,0.1815,-0.2685,"90.8",219,50,0,0,6.37,-0.94,0.2,2.15,0,0,"-2.825",0.029,0.068,"2.825",-0.029,-0.029,-0.068,-0.04,28.6,"39.5",15.516755775881702,-4.809801586368134,30.30583843698417,0.8571428571428571,38.52360628993714,35.34966415073384
20,643511,"Rogers, Tyler",978,2,0.333,0,0.333,0.333,0.294,0.225,0.246,1,3,89.9,-31.3,2051,82.9,82.03,0,9,11,-0.9000000000000057,6.05,112,148,114,149,295,323,290,"0.571","-0.571","69.7","6.8",3,3,1,0,0,0,0,0,0,0,4.2655,-0.8805,0.131,0.09,"91.2",127,33.33333333333333,0,0,1.4,-3.76,-0.17,2.4,0.333,0,"-2.855",0.246,0.272,"2.855",0.087,0.08700000000000002,0.061,0.069,0,"-59.4",-6.146709459058221,14.743304644151333,37.09018678843045,0.4,37.70976291252388,21.01653370977012
20,674285,"Salazar, Eduardo",545,3.7,0.667,0.333,0.667,1,0.711,0.605,0.568,2,3,92.4,-0.7,2072,92.6,93.29,1,10,10,0.7000000000000028,6.69,112,150,123,151,297,320,301,"-0.721","0.721","67.9","7.0",3,3,1,1,0,0,0,0,0,0,2.221,0.447,0.889,0.03,"90.9",136,33.33333333333333,33.33333333333333,33.33333333333333,5.53,-1.88,0.01,2.49,0.667,1,"3.605",0.568,0.824,"-3.605",0.099,0.09900000000000009,0.176,0.106,10,"34.3",7.429544263565747,5.819083348083968,33.6082210713152,0.6,37.26220998163065,27.039670829670737
19,674444,"Cruz, Steven",646,2.9,0.333,0.333,0.333,0.667,0.417,0.058,0.055,1,3,83.3,3.3,2302,94.9,95.57,3,11,8,0.6999999999999886,6.74,119,151,122,151,292,321,294,"-0.016","0.016","66.2","6.9",3,3,0,1,0,0,0,0,0,0,1.65474,0.89105,0.31579,-0.21789,"88.4",171,0,0,0,5.66,-3.23,0.06,2.5,0.333,0,"0.084210526",0.055,0.085,"-0.084210526",0.278,0.278,0.582,0.359,27.3,"33.0",5.259701498007098,9.558516146954426,31.289178431564796,0.45454545454545453,41.385587834972206,23.145913458098097
19,595345,"Okert, Steven",1057,1.8,0.333,0,0.333,0.333,0.294,0.258,0.195,1,3,86.9,41.7,2350,85.1,84.46,1,8,11,-0.5999999999999943,6.11,108,146,117,145,293,330,294,"0.305","-0.305","74.2","7.6",3,3,1,0,0,0,0,0,0,0,2.28368,0.92105,-0.11316,0.05,"90.2",178,33.33333333333333,0,0,6.05,3.24,0.23,2.6,0.333,0,"-1.605263158",0.195,0.414,"1.605263158",0.138,0.138,-0.081,0.036,12.5,"35.6",12.693475862159282,-3.9513197528314343,28.170430756974973,0.5,38.97725143228568,32.30961914412294
19,689254,"Fluharty, Mason",875,2.2,0.333,0,0.333,0.333,0.294,0.318,0.331,1,3,83.9,37.7,2757,84.9,85.35,1,4,15,0.5,6.67,110,148,117,145,294,321,289,"0.21","-0.21","75.9","7.6",3,3,1,0,0,0,0,0,0,0,2.72,0.48579,-0.88895,0.28474,"90.3",229,33.33333333333333,0,0,5.63,3.49,0.07,2.62,0.333,0,"-1.105263158",0.331,0.397,"1.105263158",0.002,0.0020000000000000018,-0.064,-0.024,25,"31.5",16.11756669545855,-5.622268792423372,33.140535714060036,0.25,37.152471824359466,33.52084031899315
19,663423,"Thornton, Trent",664,2.9,0.25,0,0.25,0.25,0.221,0.145,0.157,1,4,83.5,14.3,2648,88.7,88.5,2,7,12,-0.20000000000000284,6.09,115,148,119,147,294,321,297,"0.51","-0.51","68.9","6.7",4,4,1,0,0,0,0,0,0,0,2.42842,0.52263,-0.25556,0.27111,"91.8",110,25,0,0,5.44,-2.37,0.09,2.77,0.25,0,"-2.684210526",0.157,0.181,"2.684210526",0.093,0.093,0.069,0.076,28.6,"41.7",6.025850632154906,4.484239507507841,29.372501694399645,0.42857142857142855,41.02800795219008,29.07780943731597
19,669920,"Alexander, Jason",1252,1.5,0.667,0.667,0.667,1.333,0.835,0.623,0.491,2,3,100.5,29,2132,87.3,87.74,3,7,12,0.4000000000000057,6.64,115,148,121,147,297,318,295,"-0.676","0.676","68.2","7.1",3,3,0,2,0,0,0,0,0,0,2.94158,0.10278,0.58421,-0.02526,"97.4",284,100,33.33333333333333,33.33333333333333,5.34,-1.85,0.05,2.37,0.667,1,"3.557894737",0.491,0.97,"-3.557894737",0.176,0.17600000000000005,0.363,0.212,42.9,"18.3",10.447296980454336,-2.8885164154940255,31.364681799610846,0.3333333333333333,37.98294400072317,30.062487981416147
19,674370,"Bido, Osvaldo",1386,1.4,0,0,0,0,0,0.005,0.006,0,1,83,84,2433,91.7,91.42,5,11,8,-0.29999999999999716,6.3,113,151,121,149,301,326,294,"0.525","-0.525","67.3","7.3",1,1,0,0,0,0,0,0,0,0,1.84158,0.90526,0.34947,0.03789,"94.4",127,0,0,0,5.89,-2.37,0.17,2.7,0,0,"-2.763157895",0.006,0.006,"2.763157895",-0.006,-0.006,-0.006,-0.005,45.5,"33.4",12.217808237213111,-2.491899730286754,32.850181507057265,0.45454545454545453,37.79272495919568,29.02934561460488
18,656457,"Gilbert, Tyler",853,2.1,0.5,0,0.5,0.5,0.441,0.13,0.144,1,2,79.2,48.5,2217,86,85.37,1,5,13,-0.5999999999999943,5.94,113,150,116,149,292,318,296,"0.178","-0.178","72.0","7.6",2,2,1,0,0,0,0,0,0,0,2.81778,0.29722,0.27056,-0.36611,"88.6",84,0,0,0,4.83,3.39,-0.12,2.18,0.5,0,"-0.988888889",0.144,0.144,"0.988888889",0.356,0.356,0.356,0.311,20,"9.6",11.428955602401867,-8.636346645045275,34.44314817622174,0.6,34.67391449965141,33.714127234298225
18,688158,"Morgan, David",770,2.3,0.5,1.5,0,2,1.019,0.643,0.353,1,2,91,42.5,2364,93.9,92.99,3,11,7,-0.9000000000000057,6.01,121,150,120,149,304,324,299,"-0.648","0.648","66.9","7.0",2,2,0,0,0,1,0,0,0,0,1.93444,0.71167,0.60778,0.20222,"90.7",224,50,50,50,5.41,-2.04,0.26,2.43,0.5,1,"3.6",0.353,1.222,"-3.6",0.147,0.14700000000000002,0.778,0.376,27.3,"34.1",4.993894267307381,5.022913252691248,31.365386961523377,0.6363636363636364,38.10288908673156,25.523717249830458
18,687377,"Ribalta, Orlando",502,3.6,0,0,0,0,0,0.045,0.045,0,2,78.4,22,2541,94.3,94.25,2,5,13,-0.09999999999999432,6.35,109,148,119,149,304,321,296,"0.1","-0.1","70.3","6.9",2,2,0,0,0,0,0,0,0,0,1.57056,1.015,0.58333,0.16778,"88.0",139,0,0,0,6.46,-1.81,-0.2,2.82,0,0,"-0.555555556",0.045,0.056,"0.555555556",-0.045,-0.045,-0.056,-0.045,40,"39.7",5.387150198855745,10.276227157267465,29.654170646557443,0.6,39.16705976105366,24.367662501666846
18,683627,"Molina, Anthony",611,2.9,0,0,0,0,0,0.578,0.45,0,1,101.5,20,2112,92.4,92.9,1,5,13,0.5,6.33,117,149,126,149,301,332,305,"0.516","-0.516","68.9","7.0",1,1,0,0,0,0,0,0,0,0,1.715,0.94667,0.54647,-0.34176,"91.4",194,100,0,0,6.12,-1.52,-0.1,2.19,0,0,"-2.866666667",0.45,0.936,"2.866666667",-0.45,-0.45,-0.936,-0.578,20,"48.6",10.528964300364143,-2.565017765907711,33.26392664427012,0.4,35.81271187788518,34.49208999906658
18,676428,"Hurter, Brant",1064,1.7,,,,,,,,,,,,2272,87.3,86.59,3,5,13,-0.7000000000000028,5.94,106,148,107,146,300,327,293,"0.049","-0.049","64.1","8.0",,,,,,,,,,,2.79444,0.23722,0.44444,-0.09111,"88.0",102,,,,5.8,3.39,0.05,2.2,,,"-0.272222222",,,"0.272222222",,,,,60,"28.4",15.667889696130905,-13.30865026843427,32.42037269993187,0.4,41.224277983604594,36.36702366746291
18,670167,"Schreiber, John",1051,1.7,0,0,0,0,0,0.262,0.163,0,1,94.1,29,2417,89.7,90.14,1,5,13,0.3999999999999915,6.52,117,147,123,149,296,322,291,"0.397","-0.397","78.1","7.1",1,1,0,0,0,0,0,0,0,0,2.44,0.41389,0.10889,-0.33333,"92.6",196,0,0,0,4.6,-2.69,0.44,2.42,0,0,"-2.205555556",0.163,0.459,"2.205555556",-0.163,-0.163,-0.459,-0.262,20,"12.2",6.6125089548856435,-3.1788278173329862,35.557070221965894,0.4,32.64009771715903,31.326141939300648
18,693313,"Seymour, Carson",622,2.9,1,0,1,1,0.882,0.024,0.023,1,1,83.8,53,2253,93.8,94.37,0,4,14,0.6000000000000085,6.58,115,149,123,150,297,324,295,"-0.047","0.047","74.9","7.5",1,1,1,0,0,0,0,0,0,0,2.19167,0.40778,0.55833,0.02722,"88.0",206,0,0,0,6,-1.96,0.23,2.44,1,0,"0.261111111",0.023,0.031,"-0.261111111",0.977,0.977,0.969,0.858,0,"41.3",7.954837539378958,0.7857312765537525,31.64846868259614,0.75,39.137034809271874,28.993508874549786
17,683769,"Gaddis, Hunter",1060,1.6,0,0,0,0,0,0.025,0.019,0,1,88.9,35,2286,92.4,93.61,2,8,9,1.1999999999999886,6.85,112,148,115,149,297,320,301,"0.528","-0.528","63.7","6.6",1,1,0,0,0,0,0,0,0,0,1.79941,0.86235,0.05118,-0.30529,"89.3",161,0,0,0,6.23,-2.07,0.23,2.76,0,0,"-3.105882353",0.019,0.044,"3.105882353",-0.019,-0.019,-0.044,-0.025,25,"36.6",19.36099435707965,-11.152899356248527,31.22985645611242,0.625,39.72429742299796,28.412605767112694
17,608650,"Enns, Dietrich",757,2.2,0,0,0,0,0,0.096,0.103,0,3,92,10,1843,88.6,88.45,4,8,9,-0.19999999999998863,6.21,109,147,111,146,295,326,300,"1.034","-1.034","67.6","7.3",3,3,0,0,0,0,0,0,0,0,2.19824,0.72588,0.26118,0.02353,"91.0",106,33.33333333333333,0,0,6.28,1.92,0.02,2.51,0,0,"-6.082352941",0.103,0.114,"6.082352941",-0.103,-0.103,-0.114,-0.096,50,"47.3",8.187826172036756,-3.647066465580603,32.56005897090128,0.375,31.80318238951735,29.285493441638074
17,657585,"Garrett, Reed",987,1.7,,,,,,,,,,,,2466,92.6,91.98,2,3,14,-0.5999999999999943,6.1,115,149,115,151,301,328,294,"0.127","-0.127","60.7","7.2",,,,,,,,,,,2.07647,0.655,0.29118,0.12176,,,,,,5.67,-2.23,-0.03,2.59,,,"-0.747058824",,,"0.747058824",,,,,66.7,"34.5",12.151904844535807,-7.4218470156904,34.2871690050238,0.3333333333333333,34.42411829688615,35.80685408002445
17,676282,"Cantillo, Joey",1637,1,0.333,0,0.333,0.333,0.294,0.493,0.519,1,3,90.8,23.3,1841,84.2,85.78,5,10,7,1.5999999999999943,7.36,116,151,125,150,289,319,299,"0.417","-0.417","60.3","7.3",3,3,1,0,0,0,0,0,0,0,2.48471,0.80235,0.35765,-0.21294,"90.3",207,33.33333333333333,0,0,5.81,0.47,0.19,2.39,0.333,0,"-2.452941176",0.519,0.59,"2.452941176",-0.186,-0.186,-0.257,-0.199,50,"54.0",18.374724291312628,-12.081482074844295,30.77826180024524,0.3333333333333333,42.299559624896716,39.346890709089344
17,605130,"Barlow, Scott",1286,1.3,0,0,0,0,0,0.021,0.016,0,1,90,40,2500,85,85.38,2,4,13,0.4000000000000057,6.61,111,152,114,149,297,322,292,"0.293","-0.293","69.4","8.1",1,1,0,0,0,0,0,0,0,0,2.69529,0.50235,-0.28765,-0.38176,"89.0",151,0,0,0,5.15,-2.61,0.19,1.98,0,0,"-1.723529412",0.016,0.034,"1.723529412",-0.016,-0.016,-0.034,-0.021,50,"20.6",26.87953458540126,-18.263301433814643,39.31107523044896,0.25,40.99679274954408,46.09758457298733
17,666214,"Wentz, Joey",1825,0.9,0.5,0.167,0.5,0.667,0.503,0.316,0.322,3,6,91.4,18.2,2380,89.3,90.51,0,9,8,1.2000000000000028,7.01,114,150,117,148,298,320,294,"-0.84","0.84","73.2","7.2",6,6,2,1,0,0,0,0,0,0,2.07824,0.80588,0.11063,-0.13812,"91.8",124,33.33333333333333,0,0,6.25,0.95,0.06,2.4,0.5,0,"4.941176471",0.322,0.414,"-4.941176471",0.178,0.178,0.253,0.187,0,"49.9",4.956718008813217,1.307156058864929,29.73461046192675,0.3333333333333333,35.555458991611374,28.151781446635816
17,678022,"Perkins, Jack",637,2.7,0,0,0,0,0,0.14,0.123,0,3,79.8,14.7,2390,92.7,92.5,1,8,9,-0.20000000000000284,6.28,116,150,127,149,308,329,295,"0.715","-0.715","61.4","7.0",3,3,0,0,0,0,0,0,0,0,1.84294,0.83412,0.20471,0.01882,"89.0",203,0,0,0,5.3,-2.18,0.17,2.58,0,0,"-4.205882353",0.123,0.217,"4.205882353",-0.123,-0.123,-0.217,-0.14,12.5,"28.5",5.10870060799669,10.8416282653381,32.53956369719586,0.5,37.66249789342279,20.605777605729443
16,669194,"Nelson, Ryne",2467,0.6,0,0,0,0,0,0.204,0.225,0,2,97.7,25.5,2257,93.1,93.99,1,6,10,0.9000000000000057,6.88,110,148,115,148,299,319,297,"0.691","-0.691","68.6","6.7",2,2,0,0,0,0,0,0,0,0,1.48063,1.17437,0.06563,0.04688,"92.6",145,50,0,0,6.1,-1.26,0.14,2.49,0,0,"-4.31875",0.225,0.245,"4.31875",-0.225,-0.225,-0.245,-0.204,16.7,"52.6",6.818543789413169,8.94135113417083,33.09955808147843,0.5,37.79939823740389,23.604338869077534
16,623474,"Herget, Jimmy",1287,1.2,0.5,0,0.5,0.5,0.441,0.957,0.677,1,2,104.9,15,2601,86.8,85.49,2,6,10,-1.2999999999999972,5.08,109,151,122,147,299,333,304,"0.042","-0.042","70.6","7.5",2,2,1,0,0,0,0,0,0,0,2.81375,0.19438,0.35188,-0.27813,"99.3",181,100,50,50,4.98,-2.54,-0.06,2.23,0.5,1,"-0.2625",0.677,1.63,"0.2625",-0.177,-0.17700000000000005,-1.13,-0.516,33.3,"2.1",11.59734253978246,-6.310269745887429,32.67618983635803,0.3333333333333333,36.58092499709345,32.01330003573536
16,592779,"Stewart, Brock",614,2.6,0,0,0,0,0,0.051,0.057,0,1,90.3,-24,2498,93.8,94.11,1,6,10,0.29999999999999716,6.28,99,141,102,138,298,317,291,"0.579","-0.579","70.2","7.0",1,1,0,0,0,0,0,0,0,0,1.925,0.675,0.0475,-0.09625,"88.5",190,0,0,0,5.28,-1.96,-0.01,2.84,0,0,"-3.61875",0.057,0.079,"3.61875",-0.057,-0.057,-0.079,-0.051,16.7,"23.6",-4.300734361242711,14.830640320534211,31.850482335551586,0,38.565691708699696,18.098383591301456
16,518585,"Cruz, Fernando",793,2,0,0,0,0,0,0.611,0.65,0,1,113.3,4,1793,88.2,89.22,3,4,12,1,6.96,108,147,113,149,293,322,288,"0.106","-0.106","66.4","8.4",1,1,0,0,0,0,0,0,0,0,2.22938,0.7475,0.5225,0.02875,"113.3",107,100,0,0,5.95,-2.33,-0.21,1.95,0,0,"-0.6625",0.65,0.745,"0.6625",-0.65,-0.65,-0.745,-0.611,75,"46.6",23.697438912194265,-28.79335053559961,33.94573573212382,0.25,36.47648740297923,48.747659129553554
16,681676,"Fernandez, Ryan",532,3,,,,,,,,,,,,2393,91.8,92.37,3,3,13,0.6000000000000085,6.49,112,149,114,149,312,322,299,"0.168","-0.168","71.9","7.7",,,,,,,,,,,1.84875,0.87,0.15937,-0.21188,,,,,,5.89,-1.71,0.27,2.58,,,"-1.05",,,"1.05",,,,,100,"58.6",9.926973936982224,-2.938070332047591,25.82077696008721,0.3333333333333333,47.21036007405098,34.2028087433026
16,656641,"Latz, Jacob",1397,1.1,1,0,1,1,0.882,0.203,0.225,1,1,56.6,19,2423,86.4,86.56,1,5,11,0.29999999999999716,6.6,109,149,113,146,297,324,293,"-0.511","0.511","70.5","7.2",1,1,1,0,0,0,0,0,0,0,2.65313,0.50067,0.20062,-0.21062,"88.0",177,0,0,0,5.87,1.98,0.24,2.35,1,0,"3.19375",0.225,0.225,"-3.19375",0.775,0.775,0.775,0.679,20,"49.2",7.5672646013523135,3.257392988438637,33.86761457623652,0.8,37.40818899319696,25.3698827721392
15,676130,"Buttó, José",1106,1.4,0.5,0,0.5,0.5,0.441,1.107,0.678,1,2,106.3,13.5,2359,91.3,91.38,3,6,9,0.10000000000000853,6.37,110,149,108,150,292,323,294,"-0.247","0.247","71.6","7.1",2,2,1,0,0,0,0,0,0,0,2.04533,0.70667,0.53857,-0.28714,"100.2",220,100,50,50,5.5,-2.08,-0.31,2.36,0.5,1,"1.646666667",0.678,1.981,"-1.646666667",-0.178,-0.17800000000000005,-1.481,-0.666,50,"37.5",8.05743469127835,3.5893680547655964,32.44064585922802,0.6,36.858837591814535,27.900969451522254
14,669093,"Estrada, Jeremiah",1244,1.1,0,0,0,0,0,0.366,0.407,0,1,101.3,-2,1932,89,89.81,2,3,11,0.7999999999999972,6.96,124,151,125,151,305,332,300,"0.466","-0.466","74.1","7.9",1,1,0,0,0,0,0,0,0,0,1.98857,0.93571,0.29429,-0.42714,"101.3",33,100,0,0,5.78,-0.58,0.28,2.52,0,0,"-3.328571429",0.407,0.429,"3.328571429",-0.407,-0.407,-0.429,-0.366,66.7,"63.8",11.729214394684181,-9.006411089475417,34.33601646020047,1,38.519234403045694,35.648657770554806
14,683409,"Chivilli, Angel",1028,1.4,0,0,0,0,0,0.314,0.258,0,2,84,6,2239,94.1,94.45,0,6,8,0.5,6.22,106,148,114,145,306,336,305,"0.778","-0.778","60.6","6.9",2,2,0,0,0,0,0,0,0,0,1.97286,0.58857,0.57429,-0.03714,"90.4",193,50,0,0,5.82,-1.51,-0.02,2.38,0,0,"-5.557142857",0.258,0.477,"5.557142857",-0.258,-0.258,-0.477,-0.314,0,"34.9",1.1678665364833054,6.9377827483335235,35.184268058236626,0.5,34.541335000593804,23.874364946091653
14,596001,"Junis, Jakob",1037,1.4,1,0,1,1,0.882,0.909,0.944,1,1,97.2,13,2039,87.5,86.85,1,4,10,-0.7000000000000028,5.99,119,150,115,151,298,322,298,"-0.204","0.204","73.6","7.4",1,1,1,0,0,0,0,0,0,0,2.59929,0.41143,0.25357,-0.40929,"91.1",66,100,0,0,5.58,-2.09,-0.05,2.64,1,0,"1.457142857",0.944,1.124,"-1.457142857",0.056,0.05600000000000005,-0.124,-0.027,25,"26.9",20.793386795444622,-3.438026316578521,36.1454312075417,0.5,35.46694359658044,33.30809082715907
13,676508,"Casparius, Ben",1263,1,0.5,0.5,0.5,1,0.626,0.845,0.484,1,2,101.4,27.5,2783,87.1,86.15,0,2,11,-0.8999999999999915,5.77,113,147,120,147,277,317,294,"-0.515","0.515","74.7","7.8",2,2,0,1,0,0,0,0,0,0,2.76615,0.27923,-0.77462,-0.66692,"101.4",330,50,50,50,6.18,-0.8,0.03,2.53,0.5,1,"3.961538462",0.484,1.554,"-3.961538462",0.016,0.016000000000000014,-0.554,-0.219,0,"46.8",18.402311422537963,-7.525601058011079,32.75634049020656,0.5,36.39430964486769,36.59913134260344
13,571927,"Matz, Steven",1160,1.1,,,,,,,,,,,,2297,90.6,90.85,0,3,10,0.30000000000001137,6.5,102,150,112,148,298,321,295,"0.22","-0.22","66.3","6.2",,,,,,,,,,,2.45308,0.37846,0.96154,-0.55538,"88.0",175,,,,5.73,1.81,0.26,2.18,,,"-1.692307692",,,"1.692307692",,,,,0,"34.5",-2.6830363061775593,15.147402022593132,32.377121778425895,0,32.186174589690935,22.818286399572482
13,607481,"Bummer, Aaron",946,1.4,,,,,,,,,,,,2229,86.2,86.32,0,1,12,0.09999999999999432,6.47,115,151,124,152,299,320,289,"0.221","-0.221","57.3","7.5",,,,,,,,,,,3.20692,-0.09308,-0.02077,-0.20231,"88.0",120,,,,5.16,2.1,0.04,2.33,,,"-1.7",,,"1.7",,,,,0,"9.3",4.8282211526239065,-5.708998309819553,19.355418849040262,0,49.6361600898555,29.26604362802632
