pitches_out_of_zone,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
16,666277,"Soriano, George",692,2.3,,,,,,,,,,,,2197,90.2,90.35,2,2,14,0.09999999999999432,6.6,103,146,111,146,308,327,300,-0.34,0.34,65.7,8.7,,,,,,,,,,,2.64187,0.20187,0.54125,0.045,,,,,,5.58,-2.58,0.39,1.93,,,2.125,,,-2.125,,,,,100,33.1,29.372969649347837,-26.516971548379313,38.53864067555634,0,45.10462279637024,46.60341378280249
16,666974,"Cano, Yennier",986,1.6,0,0,0,0,0,0.114,0.126,0,2,76.3,37.5,2021,93.6,92.29,0,2,14,-1.2999999999999972,5.8,107,146,107,147,293,318,299,0.197,-0.197,72.1,7.2,2,2,0,0,0,0,0,0,0,0,2.85875,-0.22187,1.26687,-0.18562,88.0,87,0,0,0,5.61,-2.28,-0.27,1.7,0,0,-1.23125,0.126,0.138,1.23125,-0.126,-0.126,-0.138,-0.114,0,16.6,7.315366527737805,-22.005729243768332,39.62799109268788,0.5,20.644388192274114,34.97298537980058
15,656271,"Burke, Brock",1014,1.5,,,,,,,,,,,,2205,91.7,92.36,1,2,13,0.7000000000000028,6.77,112,151,118,148,312,324,304,-0.247,0.247,68.5,7.4,,,,,,,,,,,1.906,0.82467,0.51733,-0.36133,88.0,204,,,,6.27,2.09,0.01,2.28,,,1.646666667,,,-1.646666667,,,,,50,38.3,8.487131636043467,-3.277109300476818,30.57436527779663,0.5,30.213104685233624,30.574489614058475
15,669060,"Wilson, Bryse",854,1.8,,,,,,,,,,,,2110,87.6,87.12,1,1,14,-0.5,6.36,112,144,116,143,292,314,295,-0.334,0.334,73.8,8.2,,,,,,,,,,,2.492,0.526,0.37533,-0.70467,,,,,,5.9,-2.88,-0.44,2.54,,,2.226666667,,,-2.226666667,,,,,100,40.0,24.281511422894436,-19.44448591915782,40.22723186176259,0,42.06593873269206,44.20080379946483
15,669020,"Rolison, Ryan",676,2.2,,,,,,,,,,,,2545,86.2,86.99,2,2,13,0.7999999999999972,6.45,114,151,116,147,307,336,305,-0.32,0.32,74.5,7.9,,,,,,,,,,,3.036,0.04267,-0.21333,0.15867,,,,,,6,1.94,0.04,2.2,,,2.133333333,,,-2.133333333,,,,,100,49.1,14.344006080019732,-23.39850331448109,35.85222934051097,1,31.596734752465068,43.15623948003068
15,676263,"Dreyer, Jack",1146,1.3,0,0,0,0,0,0.055,0.052,0,1,32.2,67,2405,89.2,89.73,2,3,12,0.5,6.59,105,150,115,149,301,318,294,-0.094,0.094,72.3,7.5,1,1,0,0,0,0,0,0,0,0,2.02533,0.85467,0.13,-0.13533,88.0,45,0,0,0,5.96,1.43,0.29,2.84,0,0,0.626666667,0.052,0.063,-0.626666667,-0.052,-0.052,-0.063,-0.055,66.7,56.8,16.66056904039778,-8.244313620484833,25.286924575204395,1,27.0484733813354,28.97335359072051
15,670970,"Morejon, Adrian",999,1.5,,,,,,,,,,,,2528,92.8,92.39,1,1,14,-0.3999999999999915,6.27,113,150,116,147,307,324,296,-0.505,0.505,79.2,9.3,,,,,,,,,,,2.17533,0.516,0.528,-0.25733,,,,,,5.97,2.5,0.14,2.74,,,3.366666667,,,-3.366666667,,,,,100,44.1,19.171709028016977,-25.47731743028258,35.90445545625911,1,26.86510555385861,36.9529779390484
15,595928,"Curtiss, John",545,2.8,0,0,0,0,0,0.286,0.313,0,1,76.9,6,2414,91.5,91.67,1,3,12,0.20000000000000284,6.39,111,149,117,151,292,323,298,-0.035,0.035,74.8,6.9,1,1,0,0,0,0,0,0,0,0,1.774,0.95933,0.24933,-0.02133,91.5,47,0,0,0,6.34,-2.37,0.58,2.71,0,0,0.233333333,0.313,0.389,-0.233333333,-0.313,-0.313,-0.389,-0.286,33.3,42.3,8.755646000115021,-7.748080194433036,25.524071639752247,0.6666666666666666,38.06024605441709,33.02482408440898
14,829272,"Ogasawara, Shinnosuke",674,2.1,1,0,1,1,0.882,0.233,0.259,1,1,88.3,-2,2348,81.2,80.68,2,3,11,-0.5,6.21,110,150,122,148,302,322,295,-0.706,0.706,71.9,8.3,1,1,1,0,0,0,0,0,0,0,3.50857,0.08714,0.20714,-0.04571,88.3,22,0,0,0,5.66,1.54,-0.37,1.82,1,0,5.042857143,0.259,0.3,-5.042857143,0.741,0.741,0.7,0.649,66.7,48.0,20.045484306145703,-13.57680498140863,35.90111706445826,0.3333333333333333,45.620947119276906,40.949459438770894
14,489446,"Yates, Kirby",762,1.8,,,,,,,,,,,,1576,88,87.23,1,1,13,-0.7999999999999972,6,110,151,123,150,303,319,298,-0.335,0.335,78.5,7.6,,,,,,,,,,,2.595,0.38143,1.09929,0.32643,,,,,,5.07,-2.51,-0.64,2.22,,,2.392857143,,,-2.392857143,,,,,100,17.7,9.43514098628161,-6.703087436793935,35.28115781656959,1,37.338615869261275,38.99820036018548
14,687863,"Hodge, Porter",624,2.2,,,,,,,,,,,,2432,92.1,93.59,2,2,12,1.5,7.19,114,149,115,150,298,323,301,-0.263,0.263,42.9,5.7,,,,,,,,,,,1.83571,0.88786,-0.32714,0.15,,,,,,5.79,-2.68,-0.09,3.1,,,1.878571429,,,-1.878571429,,,,,100,43.6,-4.127806408445116,3.1578169768819038,23.563272074601095,0,30.558225565105232,22.08788434082269
14,806188,"Gibson, Cade",908,1.5,1,1,1,2,1.252,0.255,0.283,1,1,69,6,2669,83,82.24,1,2,12,-0.7999999999999972,5.89,105,148,111,145,300,311,290,-1.084,1.084,62.7,7.0,1,1,0,1,0,0,0,0,0,0,3.71571,-0.35071,-0.13714,0.00857,88.0,79,0,0,0,5.82,1.38,-0.39,2.03,1,0,7.742857143,0.283,0.324,-7.742857143,0.717,0.7170000000000001,1.676,0.997,50,36.0,16.328702795788605,2.9846237267343767,33.816091888468065,0,34.00893599382073,30.93139973478936
14,650893,"Cabrera, Génesis",715,2,,,,,,,,,,,,2181,89.7,89.17,3,3,11,-0.3999999999999915,5.97,112,148,118,150,303,329,300,-0.247,0.247,64.7,9.1,,,,,,,,,,,2.28286,0.58714,0.46,-0.11857,,,,,,6,1.7,0.02,1.78,,,1.764285714,,,-1.764285714,,,,,100,44.8,30.408087048097578,-38.88284842421834,35.61260792336212,0,35.017695368914985,52.06639833663655
14,702352,"Bivens, Spencer",1294,1.1,,,,,,,,,,,,1979,92.8,92.67,1,2,12,-0.09999999999999432,6.32,113,150,122,149,294,325,295,-0.282,0.282,60.3,6.7,,,,,,,,,,,2.06857,0.59429,0.96214,0.32071,88.0,7,,,,6.18,-1.88,0.06,1.57,,,2.014285714,,,-2.014285714,,,,,50,35.1,-3.864717461074621,15.23574172871763,44.76584511510109,0.5,30.072782735261764,21.242861026257977
14,621053,"Ferguson, Tyler",990,1.4,,,,,0.722,0.722,,0,0,,,2255,90.7,90.15,0,0,14,-0.5,6.23,111,146,115,145,301,329,299,-0.663,0.663,,,1,0,0,0,0,0,0,0,0,0,2.30071,0.52286,0.375,0.01929,,,,,,5.87,-3.33,-0.32,2.32,1,,4.735714286,1,,-4.735714286,,0,,0,,26.1,,,,,,
14,668674,"Erceg, Lucas",963,1.5,,,,,,,,,,,,2003,91.2,91.44,1,2,12,0.20000000000000284,6.48,115,151,123,151,300,325,293,-0.301,0.301,72.3,8.4,,,,,,,,,,,2.39857,0.39071,0.64769,0.33385,88.0,3,,,,6.06,-1.82,0.34,2.08,,,2.15,,,-2.15,,,,,50,42.2,26.54774453363982,-30.704354501093885,38.23811646304726,0,29.499030707792862,51.219111826442926
14,689690,"Jacob, Alek",586,2.4,1,0,1,1,0.882,0.368,0.386,1,1,73.5,34,2198,78.3,79.41,0,2,12,1.1000000000000085,7.34,113,144,120,146,300,324,298,-0.835,0.835,56.9,6.1,1,1,1,0,0,0,0,0,0,0,3.31714,0.49929,1.27357,-0.41214,88.0,125,0,0,0,3.86,-2.99,-0.45,2.83,1,0,5.964285714,0.386,0.46,-5.964285714,0.614,0.614,0.54,0.514,0,-1.4,1.627528278077584,22.17875837638491,28.028127552983584,0.5,24.340124679693073,22.755350167439705
14,643377,"Jax, Griffin",1093,1.3,,,,,,,,,,,,2725,90.5,90.74,2,2,12,0.20000000000000284,6.38,112,144,104,146,296,322,290,-0.343,0.343,75.7,8.6,,,,,,,,,,,2.60429,0.19,-0.24692,0.07154,,,,,,5.43,-0.65,0.32,1.58,,,2.45,,,-2.45,,,,,100,41.8,23.298762206019695,-32.04582592896982,29.184917575020968,0,50.227671748588165,53.643215359248835
13,667463,"King, John",782,1.7,,,,,,,,,,,,2279,90.8,90.42,2,3,10,-0.3999999999999915,5.95,117,148,118,148,299,322,298,-0.068,0.068,71.0,8.1,,,,,,,,,,,2.56,0.20154,0.95385,-0.08769,88.0,66,,,,5.55,1.96,0.51,2.11,,,0.523076923,,,-0.523076923,,,,,66.7,29.0,18.619670844037824,-4.99979269184383,37.29670170276661,0,37.05723518808864,26.04278085545284
13,700669,"Graceffo, Gordon",756,1.7,0,0,0,0,0,0.114,0.122,0,3,87.4,-7,2230,91.2,91.42,2,5,8,0.20000000000000284,6.42,117,146,114,146,302,321,296,0.767,-0.767,73.3,8.1,3,3,0,0,0,0,0,0,0,0,2.39308,0.37308,0.12231,0.01923,91.3,93,0,0,0,6.09,-1.58,-0.06,1.96,0,0,-5.9,0.122,0.135,5.9,-0.122,-0.122,-0.135,-0.114,40,52.5,20.227828912743878,-17.75445622830273,39.35281403190093,0.4,32.730082567690815,42.97395011288995
13,687911,"King, Bryan",1046,1.2,,,,,,,,,,,,2099,86.7,87.16,0,1,12,0.5,6.65,112,151,115,148,295,326,294,-0.359,0.359,,,,,,,,,,,,,2.39462,0.69846,-0.20692,0.43923,88.0,11,,,,5.5,2.77,0.05,2.31,,,2.761538462,,,-2.761538462,,,,,0,33.9,,,,,,
13,641302,"Alexander, Tyler",1585,0.8,,,,,0.722,0.722,,0,0,,,2296,87.4,87.1,0,2,11,-0.30000000000001137,6.2,106,145,114,145,302,324,296,-0.378,0.378,64.5,6.2,1,0,0,0,0,0,0,0,0,0,2.13308,0.88077,0.33462,-0.19769,88.0,207,,,,5.51,1.84,-0.16,2.78,1,,2.907692308,1,,-2.907692308,,0,,0,0,33.4,2.8437032849508306,13.861100413560418,21.908825529140827,0.5,31.87889056536256,17.106901078041627
13,455119,"Martin, Chris",639,2,,,,,,,,,,,,2196,91.9,92.32,2,2,11,0.3999999999999915,6.48,116,150,107,149,292,323,300,-0.235,0.235,46.5,5.1,,,,,,,,,,,1.92077,0.77769,0.25154,0.20538,,,,,,6.17,-2.93,-0.47,3.17,,,1.807692308,,,-1.807692308,,,,,100,41.1,-6.010461512675368,30.415595883652855,31.75178377214374,0,24.340868157847673,18.322412331833227
13,518585,"Cruz, Fernando",793,1.6,,,,,,,,,,,,1782,88.7,89.7,2,2,11,1,6.96,108,146,112,149,292,322,290,-0.272,0.272,61.2,8.8,,,,,,,,,,,2.12154,0.82462,0.58154,0.05077,,,,,,5.95,-2.3,-0.18,1.87,,,2.092307692,,,-2.092307692,,,,,100,47.0,26.84230566723734,-46.49118068305752,36.51877723728836,0,33.4557013145938,61.36015024038829
13,621366,"Borucki, Ryan",594,2.2,,,,,,,,,,,,2218,87,86.95,1,1,12,0,6.46,109,148,114,144,302,315,289,-0.373,0.373,70.4,9.0,,,,,,,,,,,2.78615,0.29462,0.5925,-0.25583,,,,,,5.59,1.91,0.34,1.99,,,2.869230769,,,-2.869230769,,,,,100,27.2,31.848207489666187,-50.060133236719054,37.45328276162927,0,18.027858271927975,52.67284260989987
13,660787,"De los Santos, Yerry",590,2.2,,,,,,,,,,,,2129,94.5,94.78,1,2,11,0.29999999999999716,6.52,115,149,123,152,296,319,294,-0.075,0.075,52.4,6.1,,,,,,,,,,,1.93846,0.63077,1.23692,0.14769,88.0,10,,,,5.89,-2.21,0.05,1.81,,,0.576923077,,,-0.576923077,,,,,50,26.4,-8.215621342432895,23.382716684727804,37.61550435802623,0.5,29.186675272089403,23.977099950101863
13,660825,"Bazardo, Eduard",1224,1.1,,,,,,,,,,,,2314,89.4,88.35,0,0,13,-1.1000000000000085,5.82,114,147,117,147,292,321,297,-0.34,0.34,,,,,,,,,,,,,2.32615,0.59846,0.17692,0.19846,,,,,,5.86,-2.08,0.35,2.44,,,2.615384615,,,-2.615384615,,,,,,45.9,,,,,,
13,642152,"Trivino, Lou",841,1.5,0.333,0,0.333,0.333,0.294,0.159,0.175,1,3,49.2,3.7,2223,90.6,90.71,0,3,10,0.10000000000000853,6.33,117,148,114,150,290,320,297,-0.114,0.114,69.8,7.2,3,3,1,0,0,0,0,0,0,0,1.96,0.84077,0.27,-0.03333,88.0,79,0,0,0,6.19,-1.24,0.28,2.83,0.333,0,0.876923077,0.175,0.179,-0.876923077,0.158,0.15800000000000003,0.154,0.135,0,36.0,19.617001937120015,12.932591539699096,22.90467402914136,1,51.505130772352,20.87159205189673
13,570632,"Ureña, José",934,1.4,,,,,,,,,,,,2017,92.5,91.98,0,4,9,-0.5,6.16,114,151,121,150,305,323,295,-0.18,0.18,74.9,7.9,,,,,,,,,,,1.86308,0.83615,1.20769,-0.05538,91.5,67,,,,5.62,-2.92,-0.11,2.11,,,1.384615385,,,-1.384615385,,,,,0,29.3,11.33020655123284,-5.500796373515474,35.31931020098362,0.5,33.56723186356355,28.466350542262006
13,552640,"Kittredge, Andrew",768,1.7,1,0,1,1,0.882,0.606,0.668,1,1,88.9,11,2496,92.9,93.68,0,2,11,0.7999999999999972,6.6,109,151,115,150,303,325,301,-0.8,0.8,72.0,7.6,1,1,1,0,0,0,0,0,0,0,2.02538,0.60538,0.27923,-0.21462,88.5,100,0,0,0,5.89,-1.68,0.08,1.56,1,0,6.153846154,0.668,0.739,-6.153846154,0.332,0.33199999999999996,0.261,0.276,0,41.3,9.995556339274842,-12.633184406275234,27.176603978191203,1,31.758806963837447,38.21168768599862
13,669199,"Bachar, Lake",1143,1.1,,,,,,,,,,,,2338,89,88.55,1,3,10,-0.4000000000000057,6.12,114,148,118,152,303,329,298,-0.239,0.239,73.2,7.8,,,,,,,,,,,2.32385,0.58231,0.10615,-0.31538,88.0,250,,,,5.64,-1.58,-0.21,2.11,,,1.838461538,,,-1.838461538,,,,,33.3,35.5,18.64705380024781,-14.257216842399744,31.16143576649613,0.6666666666666666,37.611972348366606,37.9335543981006
13,676961,"Boushley, Caleb",742,1.8,1,0,1,1,0.882,0.266,0.295,1,1,75.8,6,2414,87.3,86.48,0,1,12,-0.7999999999999972,5.87,113,148,114,146,301,321,296,-0.735,0.735,76.6,7.2,1,1,1,0,0,0,0,0,0,0,2.46615,0.58462,0.03077,0.12769,88.0,87,0,0,0,5.9,-1.87,0.18,2.37,1,0,5.653846154,0.295,0.336,-5.653846154,0.705,0.7050000000000001,0.664,0.616,0,44.3,7.863392374589693,7.971683387354469,21.669648513741237,1,50.59762044886081,26.339034960793015
13,672841,"Vargas, Carlos",1097,1.2,,,,,0.722,0.722,,0,0,,,2278,93.7,93.82,1,2,11,0.09999999999999432,6.65,104,144,110,141,290,318,295,-0.447,0.447,56.1,6.0,1,0,0,0,0,0,0,0,0,0,2.33385,0.30385,0.41,-0.02231,,,,,,5.84,-2.77,-0.19,2.85,1,,3.438461538,1,,-3.438461538,,0,,0,50,34.6,-7.912263837987631,40.16484759861265,37.21006309503413,0.5,49.012506480070456,12.988327857711866
13,679358,"Orze, Eric",681,1.9,0,0,0,0,0,0.306,0.34,0,1,58.5,21,2301,88.7,89.74,3,4,9,1,6.87,112,148,117,148,299,323,292,0.059,-0.059,71.1,7.3,1,1,0,0,0,0,0,0,0,0,2.22615,0.67846,0.24231,-0.20077,88.0,148,0,0,0,5.89,-1.55,0.16,2.94,0,0,-0.453846154,0.34,0.34,0.453846154,-0.34,-0.34,-0.34,-0.306,75,46.7,7.426152981446074,-6.23562082137593,23.360310485144883,0.75,33.158499579440985,31.898326449567243
12,641656,"Hamilton, Ian",641,1.9,0,0,0,0,0,0.168,0.178,0,1,42.8,6,2093,94.6,93.28,0,2,10,-1.2999999999999972,5.68,112,146,118,148,293,320,286,-0.071,0.071,45.0,6.7,1,1,0,0,0,0,0,0,0,0,1.79417,0.7775,1.18583,0.2525,97.2,154,0,0,0,5.89,-2.75,-0.47,1.85,0,0,0.591666667,0.178,0.181,-0.591666667,-0.178,-0.178,-0.181,-0.168,0,36.1,8.402234858565324,-5.914780136630475,45.19052519816994,1,16.85894090422011,20.53263424950483
12,670329,"Garcia, Rico",586,2,0,0,0,0,0,0.053,0.059,0,1,72,-20,2384,91.6,90.97,3,4,8,-0.5999999999999943,6.02,115,151,113,148,298,325,297,0.091,-0.091,73.5,8.7,1,1,0,0,0,0,0,0,0,0,1.5225,1.22167,0.615,-0.24667,88.0,6,0,0,0,5.97,-1.48,0.32,2.33,0,0,-0.758333333,0.059,0.063,0.758333333,-0.059,-0.059,-0.063,-0.053,75,50.8,16.326610728128937,-16.42881488579738,27.337782037552987,0.6666666666666666,47.963801245003424,38.1579306700174
12,663738,"Lynch IV, Daniel",1088,1.1,,,,,,,,,,,,2202,87.7,88.07,1,4,8,0.3999999999999915,6.54,107,147,118,150,294,317,293,-0.132,0.132,66.8,7.2,,,,,,,,,,,2.60083,0.38583,0.38083,-0.14417,88.0,176,,,,5.92,1.23,0.16,2.3,,,1.1,,,-1.1,,,,,25,37.6,6.34294853542468,4.1838015186023485,34.206056730760515,0.75,41.273802367471106,27.404561759500744
12,623167,"Flexen, Chris",673,1.8,0,0,0,0,0,0.261,0.285,0,2,88.3,30,2286,89.5,89.2,0,3,9,-0.29999999999999716,6.18,115,150,117,150,299,318,288,0.243,-0.243,73.6,7.6,2,2,0,0,0,0,0,0,0,0,1.86583,1.025,-0.07667,-0.25333,88.6,169,0,0,0,6.83,-0.64,0.06,2.63,0,0,-2.025,0.285,0.309,2.025,-0.285,-0.285,-0.309,-0.261,0,66.6,9.483901890092957,-4.3703963120639635,27.82083452514921,1,40.27534378404021,30.80985018793235
12,620454,"Castillo, José",544,2.2,,,,,,,,,,,,2137,91.5,91.48,0,2,10,0,6.29,109,151,120,148,303,325,296,-0.199,0.199,69.9,6.9,,,,,,,,,,,2.3225,0.45,0.865,-0.54667,88.0,87,,,,5.97,3.08,0.62,2.63,,,1.658333333,,,-1.658333333,,,,,0,39.4,-3.794913797706874,20.65629353438251,32.420799267769574,0.5,39.59292904854255,14.608615656772404
12,680689,"Richardson, Lyon",674,1.8,0,0,0,0,0,0.172,0.146,0,2,80.4,1.5,2245,91.9,91.03,0,2,10,-0.9000000000000057,5.79,113,151,116,150,296,327,291,0.207,-0.207,70.7,8.3,2,2,0,0,0,0,0,0,0,0,2.09,0.64333,0.99083,0.03583,92.0,176,50,0,0,5.5,-1.28,0.43,1.79,0,0,-1.725,0.146,0.264,1.725,-0.146,-0.146,-0.264,-0.172,0,31.8,7.922275380559094,4.972573833879824,39.43681976743707,1,28.246224552321745,29.074271823605372
12,572955,"Johnson, Pierce",970,1.2,,,,,,,,,,,,2762,87.8,86.98,1,2,10,-0.7999999999999972,5.67,105,149,117,149,304,323,300,-0.223,0.223,73.7,8.0,,,,,,,,,,,2.83333,0.13,-0.2475,-0.33083,88.0,146,,,,6.29,-1.9,-0.23,2.6,,,1.858333333,,,-1.858333333,,,,,50,40.8,17.873638265095,-20.302390106160736,39.923122465775506,0.5,21.788405915559274,38.8971580881887
12,680755,"Fisher, Braydon",834,1.4,,,,,,,,,,,,2350,88.8,87.5,0,0,12,-1.2999999999999972,5.67,114,150,122,151,295,320,294,-0.349,0.349,,,,,,,,,,,,,2.81083,0.14083,-0.09583,-0.20083,,,,,,6.45,0.07,0.05,2.88,,,2.908333333,,,-2.908333333,,,,,,48.2,,,,,,
12,666374,"Brash, Matt",822,1.5,,,,,,,,,,,,2804,89.2,89.03,1,3,9,-0.20000000000000284,6.34,117,149,106,147,291,320,295,-0.147,0.147,57.4,7.8,,,,,,,,,,,2.82917,0.075,-0.56417,0.46083,90.2,111,,,,5.3,-2.69,0.08,2.36,,,1.225,,,-1.225,,,,,33.3,30.8,16.618774068455156,-14.024792332424461,34.16544933272694,0.6666666666666666,36.82211407229574,33.335569881397085
12,593974,"Peralta, Wandy",1139,1.1,,,,,,,,,,,,2166,91.7,90.39,3,3,9,-1.2999999999999972,5.72,111,147,119,147,302,325,301,-0.222,0.222,76.4,8.2,,,,,,,,,,,2.15083,0.59333,0.845,-0.21167,,,,,,6.12,0.73,0.11,2.17,,,1.85,,,-1.85,,,,,100,45.8,19.27738258692746,-15.920491234260837,38.4553593668818,0.5,38.788503452573956,37.41410801204673
12,663465,"Allard, Kolby",1000,1.2,1,0,1,1,0.882,0.412,0.435,1,1,102.3,-1,1955,83.6,83.61,1,2,10,0,6.27,114,149,122,146,303,318,297,-0.669,0.669,55.3,6.9,1,1,1,0,0,0,0,0,0,0,2.88917,0.46333,0.15,0.055,102.3,40,100,0,0,5.4,1.98,0.11,2.3,1,0,5.575,0.435,0.494,-5.575,0.565,0.565,0.506,0.47,50,48.4,4.734378527210078,-4.060198506331855,36.878742959587356,0.5,29.522789721292373,31.26471421947457
12,605452,"Ross, Joe",862,1.4,,,,,,,,,,,,2061,92.9,93.72,0,0,12,0.7999999999999972,6.72,116,148,120,149,296,322,293,-0.244,0.244,,,,,,,,,,,,,1.91,0.73917,0.5375,0.0075,,,,,,5.82,-2.28,-0.41,3.02,,,2.033333333,,,-2.033333333,,,,,,35.1,,,,,,
11,663767,"Shugart, Chase",692,1.6,,,,,,,,,,,,2435,88.2,87.98,1,2,9,-0.20000000000000284,6.15,111,147,111,149,299,316,294,-0.254,0.254,71.1,8.3,,,,,,,,,,,2.44091,0.53818,-0.33909,0.27545,88.0,68,,,,5.43,-2.32,0.39,2.12,,,2.309090909,,,-2.309090909,,,,,50,35.3,18.947749957472702,-6.144908792215283,31.85084092630283,0.5,47.717992375792235,36.91424207095658
11,672782,"Gómez, Yoendrys",1099,1,,,,,,,,,,,,2521,88.8,89.6,1,1,10,0.7999999999999972,6.89,113,152,121,151,298,314,293,-0.157,0.157,62.6,7.7,,,,,,,,,,,2.29364,0.64273,-0.00273,0.03182,,,,,,5.54,-1.93,0.45,1.74,,,1.427272727,,,-1.427272727,,,,,100,36.6,18.931421979699504,-37.78886323277586,34.51062206676424,1,18.70860871743155,47.315017438103055
11,689266,"Dodd, Dylan",536,2.1,0.5,0.5,0.5,1,0.626,0.42,0.411,1,2,97.5,21,2088,88.6,88.95,3,5,6,0.30000000000001137,6.49,111,147,120,146,305,325,295,-0.488,0.488,67.9,7.2,2,2,0,1,0,0,0,0,0,0,2.09909,0.81818,0.4,-0.23273,97.5,294,50,0,0,5.94,2.33,-0.23,2.11,0.5,0,4.436363636,0.411,0.573,-4.436363636,0.089,0.08900000000000002,0.427,0.206,60,38.4,13.602428371562857,-0.5467952802425398,29.017823178643404,0.75,36.72990534243641,26.195930878603004
11,605130,"Barlow, Scott",1274,0.9,,,,,,,,,,,,2522,83.3,83.58,2,2,9,0.29999999999999716,6.58,112,151,110,149,297,322,294,-0.173,0.173,64.3,7.9,,,,,,,,,,,2.98455,0.34,-0.53727,-0.68273,,,,,,5.14,-2.64,0.33,1.82,,,1.572727273,,,-1.572727273,,,,,100,20.2,30.0304935589229,-19.7275538684436,37.701476907525304,0,45.621756341626906,51.225081170821966
11,676428,"Hurter, Brant",1052,1,,,,,,,,,,,,2218,87,86.28,2,3,8,-0.7000000000000028,5.93,107,147,111,144,302,327,292,-0.159,0.159,61.0,7.8,,,,,,,,,,,2.85,0.20091,0.52,-0.00182,88.0,199,,,,5.79,3.42,0.06,1.98,,,1.445454545,,,-1.445454545,,,,,66.7,29.0,12.504815506733053,-1.6272268953831472,31.88772636287539,0.3333333333333333,46.44322967478594,28.57657652082839
11,657044,"Thompson, Ryan",651,1.7,0,0,0,0,0,0.576,0.472,0,1,104.3,19,2034,86.3,86.45,1,2,9,0.10000000000000853,6.74,108,149,114,147,302,324,294,0.033,-0.033,74.3,8.4,1,1,0,0,0,0,0,0,0,0,3.47182,-0.34455,0.47636,0.14182,104.3,357,100,0,0,3.6,-4,0.29,1.67,0,0,-0.3,0.472,0.921,0.3,-0.472,-0.472,-0.921,-0.576,50,-11.3,22.545501108083826,-28.43639807932201,41.19449325875844,0.5,28.039827951508457,46.45027125227953
11,605177,"Chafin, Andrew",614,1.8,,,,,,,,,,,,2130,88.1,88.25,1,2,9,0.10000000000000853,6.5,113,149,122,149,305,325,301,-0.103,0.103,78.0,7.8,,,,,,,,,,,2.05273,0.91545,0.976,-0.444,90.8,253,,,,6.57,1.95,0.19,1.92,,,0.936363636,,,-0.936363636,,,,,50,50.9,20.33145402657931,-16.77853407695085,31.554023995665638,0.5,31.704747612890607,49.10806260206542
11,592155,"Booser, Cam",571,1.9,,,,,,,,,,,,2145,90.4,90.58,0,0,11,0.19999999999998863,6.44,96,139,100,138,281,308,293,-0.333,0.333,,,,,,,,,,,,,2.14273,0.68909,0.03,-0.41,,,,,,5.81,2.67,-0.37,3.01,,,3.027272727,,,-3.027272727,,,,,,38.1,,,,,,
11,669724,"Hanifee, Brenan",946,1.2,,,,,,,,,,,,2150,93.7,93.34,0,1,10,-0.4000000000000057,6.05,121,149,112,151,296,330,296,-0.25,0.25,66.7,6.7,,,,,,,,,,,2.16727,0.43636,0.79727,0.09727,88.0,262,,,,5.48,-2.69,0.08,2.43,,,2.272727273,,,-2.272727273,,,,,0,31.3,-3.4281443658680524,26.287669216273933,22.4226597589378,0,44.358910616804685,8.673428758431317
11,688158,"Morgan, David",766,1.4,1,3,,4,2.037,1.228,0.658,1,1,101.6,28,2354,93.1,92.16,2,5,6,-0.8999999999999915,6.02,121,151,118,149,305,326,300,-1.153,1.153,59.0,6.5,1,1,0,0,0,1,0,0,0,0,2.04,0.65818,0.54455,0.13909,92.5,249,100,100,100,5.41,-2.06,0.5,2.53,1,1,10.481818182,0.658,2.362,-10.481818182,0.342,0.34199999999999997,1.638,0.809,40,34.3,3.0506422496815264,10.458591278075023,26.850239600525665,0.4,41.734996178138985,21.75190885492619
11,592094,"Adam, Jason",1087,1,,,,,,,,,,,,2398,85.2,85.39,1,2,9,0.20000000000000284,6.48,115,151,115,149,302,325,292,-0.223,0.223,71.7,8.8,,,,,,,,,,,3.09364,0.07455,0.25182,-0.35,,,,,,6.36,-0.97,0.28,2.05,,,2.027272727,,,-2.027272727,,,,,50,38.9,21.666363733850375,-13.26956719475379,29.6644192699033,0.5,40.928255772519705,42.048966954447216
